Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_012562540.1,2,0,0,0,0,4.14,0,44.68,1.05,0.0,0.0,0,GCA_000233375.4
NW_012562494.1,0,1,1,0,0,1.53,0,42.07,1.05,0.0,0.0,0,GCA_000233375.4
NW_012562358.1,0,2,0,0,0,0.02,0,40.51,1.05,0.0,0.0,0,GCA_000233375.4
NW_012562258.1,0,2,0,0,0,2.4,0,42.94,1.05,0.0,0.0,0,GCA_000233375.4
NW_012561778.1,0,2,0,0,0,3.39,0,37.15,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561775.1,0,2,0,0,0,0.96,0,41.49,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561355.1,0,1,1,0,0,1.59,0,42.13,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561329.1,0,2,0,0,0,0.46,0,41.0,1.06,0.0,0.0,0,GCA_000233375.4
NW_012560790.1,0,1,1,0,0,8.08,0,32.46,1.07,0.0,0.0,0,GCA_000233375.4
NW_012560342.1,0,2,0,0,0,0.68,0,41.21,1.07,0.0,0.0,0,GCA_000233375.4
NW_012560274.1,0,2,0,0,0,0.68,0,41.21,1.07,0.0,0.0,0,GCA_000233375.4
NW_012559672.1,0,2,0,0,0,1.0,0,39.53,1.07,0.0,0.0,0,GCA_000233375.4
NW_012559335.1,0,2,0,0,0,0.65,0,41.19,1.08,0.0,0.0,0,GCA_000233375.4
NW_012559332.1,0,2,0,0,0,1.95,0,42.49,1.08,0.0,0.0,0,GCA_000233375.4
NW_012559262.1,0,1,1,0,0,1.91,0,42.45,1.08,0.0,0.0,0,GCA_000233375.4
NW_012558975.1,0,2,0,0,0,0.31,0,40.85,1.08,0.0,0.0,0,GCA_000233375.4
NW_012558457.1,0,2,0,0,0,0.13,0,40.66,1.09,0.0,0.0,0,GCA_000233375.4
NW_012558059.1,2,0,0,0,0,5.06,0,45.6,1.09,0.0,0.0,0,GCA_000233375.4
NW_012557538.1,0,2,0,0,0,0.25,0,40.78,1.1,0.0,0.0,0,GCA_000233375.4
NW_012556754.1,0,2,0,0,0,0.41,0,40.13,1.1,0.0,0.0,0,GCA_000233375.4
NW_012556626.1,0,2,0,0,0,1.15,0,41.68,1.11,0.0,0.0,0,GCA_000233375.4
NW_012556366.1,2,0,0,0,0,4.41,0,44.95,1.11,0.0,0.0,0,GCA_000233375.4
NW_012555459.1,0,2,0,0,0,0.66,0,41.2,1.12,0.0,0.0,0,GCA_000233375.4
NW_012555191.1,0,1,1,0,0,1.71,0,42.25,1.12,0.0,0.0,0,GCA_000233375.4
NW_012554697.1,0,2,0,0,0,0.11,0,40.43,1.13,0.0,0.0,0,GCA_000233375.4
NW_012554503.1,0,2,0,0,0,1.01,0,39.52,1.13,0.0,0.0,0,GCA_000233375.4
NW_012554420.1,0,2,0,0,0,0.34,0,40.19,1.13,0.0,0.0,0,GCA_000233375.4
NW_012554345.1,0,2,0,0,0,0.08,0,40.46,1.13,0.0,0.0,0,GCA_000233375.4
NW_012554321.1,0,2,0,0,0,0.55,0,39.98,1.13,0.0,0.0,0,GCA_000233375.4
NW_012553847.1,0,2,0,0,0,0.46,0,41.0,1.14,0.0,0.0,0,GCA_000233375.4
NW_012553802.1,2,0,0,0,0,1.43,0,41.97,1.14,0.0,0.0,0,GCA_000233375.4
NW_012553524.1,0,2,0,0,0,0.41,0,40.94,1.14,0.0,0.0,0,GCA_000233375.4
NW_012553245.1,0,1,1,0,0,3.93,0,44.46,1.15,0.0,0.0,0,GCA_000233375.4
NW_012553032.1,0,2,0,0,0,0.8,0,41.34,1.15,0.0,0.0,0,GCA_000233375.4
NW_012552229.1,2,0,0,0,0,1.83,0,42.36,1.16,0.0,0.0,0,GCA_000233375.4
NW_012552081.1,0,2,0,0,0,0.0,0,40.53,1.16,0.0,0.0,0,GCA_000233375.4
NW_012551002.1,0,2,0,0,0,0.18,0,40.72,1.17,0.0,0.0,0,GCA_000233375.4
NW_012550861.1,0,2,0,0,0,0.36,0,40.9,1.18,0.0,0.0,0,GCA_000233375.4
NW_012549882.1,0,2,0,0,0,0.93,0,41.47,1.18,0.0,0.0,0,GCA_000233375.4
NW_012549690.1,2,0,0,0,0,2.16,0,42.7,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549634.1,0,2,0,0,0,0.06,0,40.47,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549238.1,0,2,0,0,0,1.72,0,42.26,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549228.1,0,2,0,0,0,0.3,0,40.24,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549193.1,0,2,0,0,0,0.13,0,40.4,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549134.1,0,2,0,0,0,1.68,0,42.22,1.19,0.0,0.0,0,GCA_000233375.4
NW_012548843.1,0,2,0,0,0,0.47,0,41.01,1.19,0.0,0.0,0,GCA_000233375.4
NW_012548135.1,0,2,0,0,0,0.47,0,40.07,1.19,0.0,0.0,0,GCA_000233375.4
NW_012547858.1,2,0,0,0,0,2.34,0,42.88,1.19,0.0,0.0,0,GCA_000233375.4
NW_012547321.1,0,1,1,0,0,2.52,0,43.06,1.2,0.0,0.0,0,GCA_000233375.4
NW_012547149.1,0,2,0,0,0,0.23,0,40.77,1.2,0.0,0.0,0,GCA_000233375.4
NW_012546498.1,0,2,0,0,0,0.0,0,40.53,1.2,0.0,0.0,0,GCA_000233375.4
NW_012545719.1,0,2,0,0,0,0.05,0,40.58,1.2,0.0,0.0,0,GCA_000233375.4
NW_012544642.1,2,0,0,0,0,0.73,0,41.26,1.2,0.0,0.0,0,GCA_000233375.4
NW_012544544.1,0,2,0,0,0,0.05,0,40.48,1.2,0.0,0.0,0,GCA_000233375.4
NW_012542014.1,0,2,0,0,0,0.26,0,40.8,1.21,0.0,0.0,0,GCA_000233375.4
NW_012539243.1,0,2,0,0,0,0.01,0,40.53,1.21,0.0,0.0,0,GCA_000233375.4
NW_012536643.1,0,2,0,0,0,0.77,0,39.77,1.21,0.0,0.0,0,GCA_000233375.4
NW_012535881.1,0,2,0,0,0,0.8,0,41.34,1.21,0.0,0.0,0,GCA_000233375.4
NW_012535880.1,0,2,0,0,0,1.38,0,41.91,1.21,0.0,0.0,0,GCA_000233375.4
NW_012533878.1,0,2,0,0,0,0.83,0,39.7,1.21,0.0,0.0,0,GCA_000233375.4
NW_012533040.1,0,2,0,0,0,0.62,0,39.92,1.22,0.0,0.0,0,GCA_000233375.4
NW_012531791.1,0,2,0,0,0,0.5,0,41.04,1.22,0.0,0.0,0,GCA_000233375.4
NW_012529150.1,0,2,0,0,0,0.34,0,40.2,1.22,0.0,0.0,0,GCA_000233375.4
NW_012527565.1,0,2,0,0,0,1.27,0,41.8,1.22,0.0,0.0,0,GCA_000233375.4
NW_012526739.1,0,1,1,0,0,8.52,0,49.06,1.22,0.0,0.0,0,GCA_000233375.4
NW_012526016.1,0,2,0,0,0,0.44,0,40.1,1.22,0.0,0.0,0,GCA_000233375.4
NW_012522991.1,2,0,0,0,0,1.95,0,42.48,1.22,0.0,0.0,0,GCA_000233375.4
NW_012519577.1,2,0,0,0,0,2.41,0,42.95,1.23,0.0,0.0,0,GCA_000233375.4
NW_012518490.1,2,0,0,0,0,3.03,0,43.57,1.23,0.0,0.0,0,GCA_000233375.4
NW_012517976.1,0,2,0,0,0,0.96,0,41.5,1.23,0.0,0.0,0,GCA_000233375.4
NW_012515245.1,2,0,0,0,0,2.76,0,43.3,1.23,0.0,0.0,0,GCA_000233375.4
NW_012512134.1,2,0,0,0,0,2.37,0,38.17,1.23,0.0,0.0,0,GCA_000233375.4
NW_012510802.1,0,2,0,0,0,0.08,0,40.45,1.24,0.0,0.0,0,GCA_000233375.4
NW_012508546.1,0,2,0,0,0,0.71,0,39.82,1.24,0.0,0.0,0,GCA_000233375.4
NW_012508297.1,0,2,0,0,0,0.22,0,40.76,1.24,0.0,0.0,0,GCA_000233375.4
NW_012507516.1,2,0,0,0,0,3.37,0,43.91,1.24,0.0,0.0,0,GCA_000233375.4
NW_012507452.1,0,2,0,0,0,0.11,0,40.65,1.24,0.0,0.0,0,GCA_000233375.4
NW_012506317.1,0,1,1,0,0,9.58,0,50.12,1.24,0.0,0.0,0,GCA_000233375.4
NW_012506181.1,0,2,0,0,0,0.64,0,41.18,1.24,0.0,0.0,0,GCA_000233375.4
NW_012506030.1,0,2,0,0,0,0.16,0,40.69,1.24,0.0,0.0,0,GCA_000233375.4
NW_012504968.1,2,0,0,0,0,1.73,0,42.27,1.24,0.0,0.0,0,GCA_000233375.4
NW_012504233.1,2,0,0,0,0,2.58,0,43.12,1.24,0.0,0.0,0,GCA_000233375.4
NW_012503372.1,0,2,0,0,0,0.05,0,40.48,1.25,0.0,0.0,0,GCA_000233375.4
NW_012502730.1,2,0,0,0,0,4.36,0,44.9,1.25,0.0,0.0,0,GCA_000233375.4
NW_012501449.1,0,2,0,0,0,0.6,0,41.14,1.25,0.0,0.0,0,GCA_000233375.4
NW_012500878.1,0,2,0,0,0,0.81,0,41.35,1.25,0.0,0.0,0,GCA_000233375.4
NW_012500859.1,0,2,0,0,0,0.65,0,41.19,1.25,0.0,0.0,0,GCA_000233375.4
NW_012499237.1,0,2,0,0,0,0.9,0,41.44,1.25,0.0,0.0,0,GCA_000233375.4
NW_012498749.1,0,2,0,0,0,0.71,0,41.25,1.25,0.0,0.0,0,GCA_000233375.4
NW_012497211.1,0,2,0,0,0,0.69,0,41.23,1.25,0.0,0.0,0,GCA_000233375.4
NW_012494154.1,0,2,0,0,0,0.35,0,40.19,1.26,0.0,0.0,0,GCA_000233375.4
NW_012494142.1,0,2,0,0,0,0.92,0,41.46,1.26,0.0,0.0,0,GCA_000233375.4
NW_012493955.1,0,2,0,0,0,0.89,0,41.43,1.26,0.0,0.0,0,GCA_000233375.4
NW_012493393.1,0,2,0,0,0,0.7,0,41.24,1.26,0.0,0.0,0,GCA_000233375.4
NW_012491900.1,0,2,0,0,0,0.13,0,40.66,1.26,0.0,0.0,0,GCA_000233375.4
NW_012491065.1,0,2,0,0,0,1.68,0,42.21,1.26,0.0,0.0,0,GCA_000233375.4
NW_012491026.1,0,2,0,0,0,0.97,0,41.5,1.26,0.0,0.0,0,GCA_000233375.4
NW_012490373.1,0,2,0,0,0,1.22,0,41.75,1.27,0.0,0.0,0,GCA_000233375.4
NW_012489106.1,2,0,0,0,0,2.49,0,43.03,1.27,0.0,0.0,0,GCA_000233375.4
NW_012487923.1,0,2,0,0,0,0.44,0,40.09,1.27,0.0,0.0,0,GCA_000233375.4
NW_012487054.1,0,2,0,0,0,0.04,0,40.58,1.27,0.0,0.0,0,GCA_000233375.4
NW_012481902.1,0,2,0,0,0,0.21,0,40.33,1.29,0.0,0.0,0,GCA_000233375.4
NW_012480801.1,2,0,0,0,0,1.51,0,39.02,1.29,0.0,0.0,0,GCA_000233375.4
NW_012479386.1,0,2,0,0,0,0.24,0,40.29,1.29,0.0,0.0,0,GCA_000233375.4
NW_012477412.1,2,0,0,0,0,2.61,0,43.14,1.3,0.0,0.0,0,GCA_000233375.4
NW_012477368.1,0,2,0,0,0,0.35,0,40.18,1.3,0.0,0.0,0,GCA_000233375.4
NW_012476980.1,0,2,0,0,0,0.54,0,40.0,1.3,0.0,0.0,0,GCA_000233375.4
NW_012476735.1,0,2,0,0,0,0.08,0,40.46,1.3,0.0,0.0,0,GCA_000233375.4
NW_012475954.1,0,2,0,0,0,1.52,0,42.06,1.3,0.0,0.0,0,GCA_000233375.4
NW_012475334.1,2,0,0,0,0,4.25,0,44.79,1.3,0.0,0.0,0,GCA_000233375.4
NW_012474288.1,2,0,0,0,0,2.54,0,43.08,1.31,0.0,0.0,0,GCA_000233375.4
NW_012474180.1,0,2,0,0,0,1.67,0,42.2,1.31,0.0,0.0,0,GCA_000233375.4
NW_012473642.1,0,2,0,0,0,1.27,0,39.27,1.31,0.0,0.0,0,GCA_000233375.4
NW_012473623.1,2,0,0,0,0,4.0,0,44.54,1.31,0.0,0.0,0,GCA_000233375.4
NW_012473442.1,0,2,0,0,0,1.52,0,42.06,1.31,0.0,0.0,0,GCA_000233375.4
NW_012473244.1,0,2,0,0,0,1.64,0,42.18,1.31,0.0,0.0,0,GCA_000233375.4
NW_012472965.1,2,0,0,0,0,1.48,0,39.05,1.31,0.0,0.0,0,GCA_000233375.4
NW_012472631.1,2,0,0,0,0,5.04,0,45.58,1.31,0.0,0.0,0,GCA_000233375.4
NW_012472292.1,2,0,0,0,0,1.28,0,41.81,1.31,0.0,0.0,0,GCA_000233375.4
NW_012471473.1,0,2,0,0,0,0.72,0,39.82,1.32,0.0,0.0,0,GCA_000233375.4
NW_012471067.1,2,0,0,0,0,4.41,0,44.95,1.32,0.0,0.0,0,GCA_000233375.4
NW_012471049.1,2,0,0,0,0,0.98,0,39.56,1.32,0.0,0.0,0,GCA_000233375.4
NW_012470720.1,0,2,0,0,0,1.11,0,39.42,1.32,0.0,0.0,0,GCA_000233375.4
NW_012468481.1,2,0,0,0,0,3.66,0,44.19,1.33,0.0,0.0,0,GCA_000233375.4
NW_012467743.1,0,1,1,0,0,3.41,0,43.94,1.33,0.0,0.0,0,GCA_000233375.4
NW_012464600.1,2,0,0,0,0,5.66,0,46.19,1.34,0.0,0.0,0,GCA_000233375.4
NW_012464477.1,0,2,0,0,0,1.09,0,39.45,1.34,0.0,0.0,0,GCA_000233375.4
NW_012464209.1,0,2,0,0,0,1.12,0,39.42,1.34,0.0,0.0,0,GCA_000233375.4
NW_012462677.1,0,2,0,0,0,1.37,0,39.17,1.35,0.0,0.0,0,GCA_000233375.4
NW_012462346.1,0,2,0,0,0,1.4,0,39.14,1.35,0.0,0.0,0,GCA_000233375.4
NW_012460969.1,0,2,0,0,0,0.68,0,39.85,1.35,0.0,0.0,0,GCA_000233375.4
NW_012460266.1,2,0,0,0,0,3.53,0,44.07,1.36,0.0,0.0,0,GCA_000233375.4
NW_012459462.1,0,2,0,0,0,0.71,0,39.82,1.36,0.0,0.0,0,GCA_000233375.4
NW_012459423.1,0,2,0,0,0,0.71,0,39.82,1.36,0.0,0.0,0,GCA_000233375.4
NW_012457940.1,0,2,0,0,0,0.28,0,40.82,1.37,0.0,0.0,0,GCA_000233375.4
NW_012457880.1,2,0,0,0,0,1.82,0,42.36,1.37,0.0,0.0,0,GCA_000233375.4
NW_012457207.1,2,0,0,0,0,2.53,0,43.07,1.37,0.0,0.0,0,GCA_000233375.4
NW_012454366.1,0,2,0,0,0,1.09,0,39.45,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454156.1,2,0,0,0,0,2.45,0,42.99,1.38,0.0,0.0,0,GCA_000233375.4
NW_012453951.1,2,0,0,0,0,2.85,0,37.69,1.39,0.0,0.0,0,GCA_000233375.4
NW_012453945.1,2,0,0,0,0,5.6,0,46.14,1.39,0.0,0.0,0,GCA_000233375.4
NW_012453110.1,2,0,0,0,0,2.37,0,42.91,1.39,0.0,0.0,0,GCA_000233375.4
NW_012452889.1,0,2,0,0,0,2.08,0,38.46,1.39,0.0,0.0,0,GCA_000233375.4
NW_012451463.1,0,2,0,0,0,0.34,0,40.87,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450089.1,2,0,0,0,0,2.06,0,42.59,1.4,0.0,0.0,0,GCA_000233375.4
NW_012448962.1,2,0,0,0,0,3.58,0,44.11,1.41,0.0,0.0,0,GCA_000233375.4
NW_012448777.1,2,0,0,0,0,1.7,0,38.84,1.41,0.0,0.0,0,GCA_000233375.4
NW_012448391.1,2,0,0,0,0,5.18,0,45.72,1.41,0.0,0.0,0,GCA_000233375.4
NW_012445076.1,2,0,0,0,0,2.48,0,38.06,1.43,0.0,0.0,0,GCA_000233375.4
NW_012443891.1,2,0,0,0,0,0.86,0,39.68,1.44,0.0,0.0,0,GCA_000233375.4
NW_012443034.1,2,0,0,0,0,2.03,0,38.5,1.44,0.0,0.0,0,GCA_000233375.4
NW_012442516.1,2,0,0,0,0,2.24,0,42.78,1.45,0.0,0.0,0,GCA_000233375.4
NW_012442025.1,2,0,0,0,0,2.84,0,43.38,1.45,0.0,0.0,0,GCA_000233375.4
NW_012441849.1,2,0,0,0,0,1.99,0,42.52,1.45,0.0,0.0,0,GCA_000233375.4
NW_012441692.1,2,0,0,0,0,1.21,0,39.33,1.45,0.0,0.0,0,GCA_000233375.4
NW_012441210.1,2,0,0,0,0,3.45,0,43.99,1.46,0.0,0.0,0,GCA_000233375.4
NW_012441204.1,2,0,0,0,0,3.31,0,43.85,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440587.1,2,0,0,0,0,2.03,0,42.56,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440586.1,2,0,0,0,0,4.15,0,44.69,1.46,0.0,0.0,0,GCA_000233375.4
NW_012439679.1,0,2,0,0,0,0.33,0,40.2,1.47,0.0,0.0,0,GCA_000233375.4
NW_012437849.1,0,1,1,0,0,5.64,0,46.17,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437091.1,2,0,0,0,0,3.8,0,44.33,1.48,0.0,0.0,0,GCA_000233375.4
NW_012436975.1,0,2,0,0,0,0.73,0,41.27,1.48,0.0,0.0,0,GCA_000233375.4
NW_012436629.1,2,0,0,0,0,3.1,0,37.44,1.49,0.0,0.0,0,GCA_000233375.4
NW_012434581.1,2,0,0,0,0,5.26,0,45.8,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434183.1,2,0,0,0,0,5.04,0,45.58,1.5,0.0,0.0,0,GCA_000233375.4
NW_012432579.1,2,0,0,0,0,2.7,0,43.23,1.51,0.0,0.0,0,GCA_000233375.4
NW_012432091.1,2,0,0,0,0,4.49,0,45.03,1.52,0.0,0.0,0,GCA_000233375.4
NW_012431966.1,2,0,0,0,0,6.17,0,46.71,1.52,0.0,0.0,0,GCA_000233375.4
NW_012431846.1,2,0,0,0,0,1.35,0,39.18,1.52,0.0,0.0,0,GCA_000233375.4
NW_012431839.1,2,0,0,0,0,1.21,0,41.75,1.52,0.0,0.0,0,GCA_000233375.4
NW_012430979.1,2,0,0,0,0,2.07,0,42.6,1.53,0.0,0.0,0,GCA_000233375.4
NW_012430264.1,2,0,0,0,0,3.86,0,44.39,1.53,0.0,0.0,0,GCA_000233375.4
NW_012430238.1,0,1,1,0,0,5.39,0,45.93,1.53,0.0,0.0,0,GCA_000233375.4
NW_012430046.1,2,0,0,0,0,2.3,0,42.84,1.54,0.0,0.0,0,GCA_000233375.4
NW_012427869.1,2,0,0,0,0,3.1,0,43.64,1.56,0.0,0.0,0,GCA_000233375.4
NW_012427625.1,0,1,1,0,0,6.0,0,46.53,1.56,0.0,0.0,0,GCA_000233375.4
NW_012427131.1,2,0,0,0,0,3.29,0,43.83,1.56,0.0,0.0,0,GCA_000233375.4
NW_012426921.1,2,0,0,0,0,1.51,0,42.04,1.56,0.0,0.0,0,GCA_000233375.4
NW_012426178.1,0,2,0,0,0,0.21,0,40.75,1.57,0.0,0.0,0,GCA_000233375.4
NW_012425468.1,2,0,0,0,0,4.81,0,45.35,1.58,0.0,0.0,0,GCA_000233375.4
NW_012425302.1,2,0,0,0,0,0.88,0,39.66,1.58,0.0,0.0,0,GCA_000233375.4
NW_012424820.1,2,0,0,0,0,3.66,0,44.2,1.59,0.0,0.0,0,GCA_000233375.4
NW_012423404.1,2,0,0,0,0,1.03,0,41.56,1.6,0.0,0.0,0,GCA_000233375.4
NW_012422043.1,2,0,0,0,0,2.99,0,43.53,1.61,0.0,0.0,0,GCA_000233375.4
NW_012421694.1,2,0,0,0,0,3.5,0,44.04,1.62,0.0,0.0,0,GCA_000233375.4
NW_012421338.1,2,0,0,0,0,3.08,0,37.46,1.62,0.0,0.0,0,GCA_000233375.4
NW_012420505.1,2,0,0,0,0,2.7,0,43.23,1.63,0.0,0.0,0,GCA_000233375.4
NW_012419713.1,2,0,0,0,0,5.05,0,45.59,1.64,0.0,0.0,0,GCA_000233375.4
NW_012419507.1,2,0,0,0,0,3.57,0,44.11,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419266.1,0,2,0,0,0,4.95,0,45.48,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419263.1,2,0,0,0,0,3.13,0,43.66,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419016.1,2,0,0,0,0,3.01,0,37.53,1.65,0.0,0.0,0,GCA_000233375.4
NW_012418844.1,2,0,0,0,0,3.42,0,43.95,1.65,0.0,0.0,0,GCA_000233375.4
NW_012417134.1,2,0,0,0,0,2.78,0,43.32,1.68,0.0,0.0,0,GCA_000233375.4
NW_012416618.1,2,0,0,0,0,2.18,0,42.72,1.68,0.0,0.0,0,GCA_000233375.4
NW_012416482.1,2,0,0,0,0,1.84,0,42.37,1.69,0.0,0.0,0,GCA_000233375.4
NW_012414300.1,2,0,0,0,0,4.77,0,45.31,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414238.1,2,0,0,0,0,2.65,0,43.19,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414233.1,2,0,0,0,0,0.97,0,41.5,1.72,0.0,0.0,0,GCA_000233375.4
NW_012413356.1,2,0,0,0,0,1.22,0,39.32,1.73,0.0,0.0,0,GCA_000233375.4
NW_012412826.1,0,2,0,0,0,2.51,0,38.02,1.74,0.0,0.0,0,GCA_000233375.4
NW_012411315.1,2,0,0,0,0,5.39,0,45.93,1.77,0.0,0.0,0,GCA_000233375.4
NW_012409380.1,2,0,0,0,0,2.65,0,43.19,1.81,0.0,0.0,0,GCA_000233375.4
NW_012408648.1,2,0,0,0,0,3.4,0,43.93,1.82,0.0,0.0,0,GCA_000233375.4
NW_012407897.1,2,0,0,0,0,2.74,0,43.28,1.84,0.0,0.0,0,GCA_000233375.4
NW_012407060.1,2,0,0,0,0,1.89,0,42.43,1.85,0.0,0.0,0,GCA_000233375.4
NW_012406765.1,2,0,0,0,0,4.63,0,45.17,1.86,0.0,0.0,0,GCA_000233375.4
NW_012404895.1,2,0,0,0,0,3.72,0,44.26,1.91,0.0,0.0,0,GCA_000233375.4
NW_012404726.1,2,0,0,0,0,2.23,0,38.3,1.91,0.0,0.0,0,GCA_000233375.4
NW_012403982.1,2,0,0,0,0,0.92,0,39.62,1.93,0.0,0.0,0,GCA_000233375.4
NW_012403766.1,2,0,0,0,0,3.6,0,44.14,1.94,0.0,0.0,0,GCA_000233375.4
NW_012401842.1,0,1,1,0,0,3.77,0,44.31,1.99,0.0,0.0,0,GCA_000233375.4
NW_012400000.1,2,0,0,0,0,1.83,0,38.7,2.05,0.0,0.0,0,GCA_000233375.4
NW_012398263.1,2,0,0,0,0,1.29,0,41.82,2.12,0.0,0.0,0,GCA_000233375.4
NW_012397419.1,2,0,0,0,0,1.48,0,42.02,2.15,0.0,0.0,0,GCA_000233375.4
NW_012397374.1,2,0,0,0,0,1.21,0,41.75,2.15,0.0,0.0,0,GCA_000233375.4
NW_012397324.1,0,2,0,0,0,2.5,0,43.04,2.15,0.0,0.0,0,GCA_000233375.4
NW_012397140.1,2,0,0,0,0,0.58,0,39.95,2.16,0.0,0.0,0,GCA_000233375.4
NW_012396787.1,2,0,0,0,0,1.46,0,42.0,2.17,0.0,0.0,0,GCA_000233375.4
NW_012396508.1,0,2,0,0,0,2.56,0,43.09,2.19,0.0,0.0,0,GCA_000233375.4
NW_012393237.1,2,0,0,0,0,2.2,0,42.74,2.35,0.0,0.0,0,GCA_000233375.4
NW_012392728.1,0,2,0,0,0,4.69,0,45.22,2.39,0.0,0.0,0,GCA_000233375.4
NW_012392053.1,2,0,0,0,0,3.07,0,43.6,2.43,0.0,0.0,0,GCA_000233375.4
NW_012391439.1,2,0,0,0,0,1.14,0,41.68,2.48,0.0,0.0,0,GCA_000233375.4
NW_012391370.1,2,0,0,0,0,2.02,0,38.52,2.48,0.0,0.0,0,GCA_000233375.4
NW_012390886.1,2,0,0,0,0,1.85,0,38.69,2.52,0.0,0.0,0,GCA_000233375.4
NW_012390200.1,2,0,0,0,0,4.19,0,44.72,2.58,0.0,0.0,0,GCA_000233375.4
NW_012389710.1,2,0,0,0,0,3.95,0,44.49,2.62,0.0,0.0,0,GCA_000233375.4
NW_012389546.1,2,0,0,0,0,1.45,0,41.99,2.64,0.0,0.0,0,GCA_000233375.4
NW_012389223.1,0,1,1,0,0,8.36,0,48.89,2.67,0.0,0.0,0,GCA_000233375.4
NW_012389117.1,2,0,0,0,0,0.97,0,41.51,2.68,0.0,0.0,0,GCA_000233375.4
NW_012389089.1,2,0,0,0,0,2.34,0,42.88,2.68,0.0,0.0,0,GCA_000233375.4
NW_012387591.1,2,0,0,0,0,2.07,0,42.61,2.85,0.0,0.0,0,GCA_000233375.4
NW_012387439.1,2,0,0,0,0,0.96,0,41.49,2.86,0.0,0.0,0,GCA_000233375.4
NW_012387037.1,0,1,1,0,0,6.79,0,47.33,2.92,0.0,0.0,0,GCA_000233375.4
NW_012386918.1,2,0,0,0,0,1.62,0,42.16,2.93,0.0,0.0,0,GCA_000233375.4
NW_012386792.1,2,0,0,0,0,0.4,0,40.94,2.95,0.0,0.0,0,GCA_000233375.4
NW_012386257.1,2,0,0,0,0,1.85,0,42.39,3.02,0.0,0.0,0,GCA_000233375.4
NW_012386102.1,2,0,0,0,0,3.2,0,43.74,3.04,0.0,0.0,0,GCA_000233375.4
NW_012385828.1,2,0,0,0,0,0.24,0,40.77,3.08,0.0,0.0,0,GCA_000233375.4
NW_012385790.1,2,0,0,0,0,2.4,0,42.94,3.09,0.0,0.0,0,GCA_000233375.4
NW_012385547.1,0,1,1,0,0,7.78,0,48.32,3.12,0.0,0.0,0,GCA_000233375.4
NW_012384767.1,0,1,1,0,0,3.12,0,37.42,3.17,0.0,0.0,0,GCA_000233375.4
NW_012382931.1,0,1,1,0,0,1.92,0,42.46,3.26,0.0,0.0,0,GCA_000233375.4
NW_012382412.1,2,0,0,0,0,1.25,0,39.29,3.3,0.0,0.0,0,GCA_000233375.4
NW_012381753.1,0,0,0,1,0,3.45,0,43.99,3.35,2.98,0.0,0,GCA_000233375.4
NW_012381203.1,0,0,0,1,0,3.4,0,43.93,3.4,2.94,0.0,0,GCA_000233375.4
NW_012380932.1,2,0,0,0,0,0.8,0,41.33,3.42,0.0,0.0,0,GCA_000233375.4
NW_012380902.1,0,1,1,0,0,1.3,0,39.23,3.42,0.0,0.0,0,GCA_000233375.4
NW_012380121.1,0,1,1,0,0,7.17,0,47.7,3.48,0.0,0.0,0,GCA_000233375.4
NW_012378180.1,0,1,1,0,0,7.3,0,47.84,3.65,0.0,0.0,0,GCA_000233375.4
NW_012377720.1,0,0,0,0,1,1.75,0,38.79,3.69,0.0,2.71,0,GCA_000233375.4
NW_012377698.1,0,1,1,0,0,3.95,0,36.59,3.69,0.0,0.0,0,GCA_000233375.4
NW_012377621.1,0,0,0,0,1,3.72,0,36.82,3.7,0.0,2.7,0,GCA_000233375.4
NW_012375363.1,0,1,1,0,0,9.28,0,31.26,3.9,0.0,0.0,0,GCA_000233375.4
NW_012374885.1,0,0,0,1,0,1.98,0,42.51,3.94,2.54,0.0,0,GCA_000233375.4
NW_012374850.1,0,0,0,1,0,7.2,0,33.33,3.94,2.54,0.0,0,GCA_000233375.4
NW_012374345.1,0,1,1,0,0,4.83,0,35.71,3.98,0.0,0.0,0,GCA_000233375.4
NW_012374186.1,0,2,0,0,0,5.56,0,46.1,4.0,0.0,0.0,0,GCA_000233375.4
NW_012373901.1,0,0,0,1,0,1.77,0,42.31,4.02,2.49,0.0,0,GCA_000233375.4
NW_012373870.1,0,1,1,0,0,4.22,0,44.76,4.03,0.0,0.0,0,GCA_000233375.4
